ASV,domain,supergroup,division,subdivision,class,order,family,genus,species,domain_boot,supergroup_boot,division_boot,subdivision_boot,class_boot,order_boot,family_boot,genus_boot,species_boot
ASV_3581,Eukaryota,,,,,,,,,92,34,23,22,7,6,6,6,3
ASV_3582,Eukaryota,TSAR,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Cephaloidophoridae,Cephaloidophora,Cephaloidophora_communis,100,100,100,100,100,100,99,99,95
ASV_3583,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,,,,,100,82,80,75,73,49,49,49,49
ASV_3584,Eukaryota,TSAR,Alveolata,Apicomplexa,Gregarinomorphea,Eugregarinorida,Porosporidae,,,97,89,89,89,89,89,58,35,35
ASV_3585,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,,,,,100,92,92,91,72,27,26,9,8
ASV_3586,Eukaryota,Obazoa,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Malacoceros,Malacoceros_fuliginosus,100,100,100,100,100,100,100,100,100
ASV_3587,Eukaryota,Obazoa,Opisthokonta,Metazoa,Bryozoa,Bryozoa_X,Bryozoa_XX,,,100,100,100,100,89,89,89,43,43
ASV_3588,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa-Ascetosporea,Paradinida,Paradinidae,Paradinium,Paradinium_sp.,100,100,100,100,100,100,100,100,100
ASV_3589,Bacteria,PANNAM,Proteobacteria,Proteobacteria_X,Alphaproteobacteria,Parvibaculales,OCS116_clade,OCS116_clade_X,OCS116_clade_X_sp.,89,89,89,89,89,88,88,88,88
ASV_3590,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,81,75,57,57,39,3,3,3
ASV_3592,Eukaryota,TSAR,Alveolata,,,,,,,100,64,60,34,30,27,27,26,23
ASV_3593,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira_oceanica,100,100,100,100,100,100,100,77,64
ASV_3595,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,,,,,99,82,82,77,69,36,28,17,17
ASV_3597,Eukaryota,,,,,,,,,100,23,8,8,8,8,8,8,8
ASV_3598,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,100,100,100,100,21,21,21,21
ASV_3599,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Prymnesiaceae,Prymnesium,Prymnesium_sp.,100,100,100,100,100,95,92,92,52
ASV_3602,Eukaryota,,,,,,,,,99,46,43,40,17,9,8,2,2
ASV_3603,Eukaryota,Obazoa,Opisthokonta,Metazoa,,,,,,97,78,78,75,15,15,15,13,3
ASV_3604,Eukaryota,TSAR,Alveolata,Dinoflagellata,Syndiniales,Dino-Group-II,,,,100,88,88,82,72,66,35,35,35
ASV_3605,Eukaryota,,,,,,,,,97,42,39,29,11,4,1,1,1
ASV_3607,Eukaryota,Obazoa,Opisthokonta,,,,,,,99,96,96,19,19,19,18,18,18
ASV_3608,Eukaryota,Obazoa,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Pectinaria,Pectinaria_koreni,100,100,100,100,100,100,100,100,100
ASV_3609,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,Acanthoecida,Stephanoecidae_Group_E,Stephanoecidae_Group_E_X,Stephanoecidae_Group_E_X_sp.,100,100,100,100,100,100,100,100,100
ASV_3610,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Clausocalanus,Clausocalanus_furcatus,100,100,100,100,100,100,100,93,93
ASV_3611,Eukaryota,Obazoa,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Eulalia,Eulalia_viridis,100,100,100,100,98,98,98,65,65
ASV_3612,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,,100,100,100,100,100,86,77,77,30
ASV_3613,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium_bipes,100,100,100,100,100,100,100,100,92
ASV_3614,Eukaryota,TSAR,Alveolata,Ciliophora,Prostomatea_1,Prostomatea_1_X,Colepidae,Tiarina,Tiarina_fusa,100,100,100,100,95,95,95,92,92
ASV_3616,Eukaryota,TSAR,Stramenopiles,Bigyra,,,,,,99,73,71,62,39,32,28,28,28
ASV_3617,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Minidiscus,Minidiscus_trioculatus,100,96,94,94,91,89,83,61,61
ASV_3618,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_sp.,100,100,100,100,100,100,100,99,93
ASV_3620,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytriaceae_LAB17,Thraustochytriaceae_LAB17_sp.,100,100,100,100,100,100,100,87,87
ASV_3621,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,,100,100,100,100,100,87,87,86,45
ASV_3622,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_sp.,100,100,100,100,100,94,94,94,89
ASV_3623,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_fusiforme,100,100,100,100,100,72,65,57,52
ASV_3624,Bacteria,PANNAM,Proteobacteria,Proteobacteria_X,Alphaproteobacteria,,,,,90,90,89,89,82,43,43,35,35
ASV_3626,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,,,,,100,88,88,88,88,3,2,2,2
ASV_3627,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros_socialis-debilis,100,100,100,100,100,97,97,97,88
